,Unnamed: 0,property_type,place_name,lat,lon,price_aprox_usd,surface_total_in_m2,price_usd_per_m2,floor,expenses,description,title,geometry,index_right,dummy_property_type__apartment,dummy_property_type__house,dummy_property_type__store,distSubte,distEscuela,distHospital,distParque,dummy_acondicionado,dummy_amenities,dummy_alarma,dummy_ascensor,dummy_balcon,dummy_baulera,dummy_blindada,dummy_calefaccion,dummy_cancha,dummy_cine,dummy_cochera,dummy_contrafrente,dummy_crédito,dummy_electrógeno,dummy_estrenar,dummy_fitness,dummy_frente,dummy_frio-calor,dummy_guardacoche,dummy_gimnasio,dummy_jacuzzi,dummy_hidromasaje,dummy_hospital,dummy_jardin,dummy_lavarropas,dummy_lavadero,dummy_laundry,dummy_luminoso,dummy_living,dummy_metrobus,dummy_multisplit,dummy_parque,dummy_patio,dummy_parrilla,dummy_pentahome,dummy_pileta,dummy_premium,dummy_piscina,dummy_policlínico,dummy_profesional,dummy_quincho,dummy_refrigeración,dummy_residencial,dummy_reciclado,dummy_pozo,dummy_sauna,dummy_spa,dummy_split,dummy_solarium,dummy_sum,dummy_S.U.M,dummy_subte,dummy_suite,dummy_seguridad,dummy_terraza,dummy_vigilancia,precio_m2_usd,rooms
285,20603,house,Caballito,-34.6265399715,-58.436285373,360000,180,2000.0,,2387.64,"Venta de Casa  en Caballito.Casa en 3 plantas. Reciclada a nueva (hace 7 años). Garage para 1 vehículo. Patio con parrilla. Dos terrazas. Tres balcones. Baulera. Agua caliente por termotanque. Calefacción por estufas tiro balanceado + placas Ecosol + equipos de aire acondicionado frío/calor (en living, dormitorio principal y tercer dormitorio). Pisos de madera entarugada en living, pisos flotantes en todos los dormitorios y porcellanato en cocina y baños. En planta baja: Living comedor. Amplia cocina comedor diario. Toilette de recepción. 1º piso: dormitorio principal en suite con vestidor y 2 balcones al frente. Segundo dormitorio con placard. Baño completo. Primera terraza. 2º piso: tercer dormitorio con balcón al frente. Segunda terraza. -  - RAPISARDA PROPIEDADES",CASA EN VENTA,POINT (-58.436285373 -34.6265399715),0,0,1,0,279.583079919626,143.77056515588257,374.7671602100107,0.7891798859168813,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2000.0,18.0
286,20627,apartment,Caballito,-34.6136196,-58.4308832,177000,66,2681.818181818182,3.0,2387.64,"Emprendimiento desde el pozo. Entrega 2019 3 AMBIENTES en Caballito,Amplias opciones de formas de pago boleto y cuotas Se puede abonar en pesos tambien con actualizacion CACCaracterísticas del edificio- Edificio de 7 pisos.- Importante hall de entrada con revestimientos de primera calidad.- Cerramiento de blindex.- Ascensor automático de acero inoxidable.- Parrilla - solárium - espacio para laundry.- Cocheras optativas en PB. no incluidas en el precioCaracterísticas de las unidades- Estufas de tiro balanceado en dormitorios.- Cocinas de 4 hornallas.- Conexión para lavarropas bajo mesada (2 y 3 amb).- Agua caliente central.- Pisos flotantes.- Grandes ventanas con cortinas de enrollar.- Aberturas con marcos de chapa y hojas de aluminio.- Desagüe para aire acondicionado.- Puertas internas enchapadas en madera.- Herrajes de bronce.- Interior de placard en dormitorios con frentes.- Tabique divisor(1A-1B)- Muebles bajo mesadas y alacenas en laminado plástico.- Mesada de granito con bacha acero inoxidable.- Grifería Queija o similar.- Baños y toillete (2 y 3 amb - 1A) con revestimiento cerámico de primera calidad.- Artefactos de baños Ferrum o similar. -  - MAGMA EMPRENDIMIENTOS",DEPARTAMENTO EN VENTA,POINT (-58.4308832 -34.6136196),0,1,0,0,216.93625737094925,63.29110729158709,653.7667957384843,0.35333623256098157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2682.0,7.0
287,20760,apartment,Caballito,-34.6209278,-58.4458736,229999,110,2090.9,,2387.64,Excelente planta Super luminosa en excelente Estado Listo para mudarse.3 Grandes Dormitorios con pisos de parquet de Madera. Baño completo Toilete de Recepcion. cochera fija Seguridad 24 hs El departamento se puede financiar en hipoteca Privada al 0.9% Mensual directo.,Retasado !!! Excelente Oportunidad Increíble estado Muy luminoso 3 amb con dependencia y cochera,POINT (-58.44587360000001 -34.6209278),0,1,0,0,384.7682744699396,173.17907381677932,969.2956702530365,0.1378090186090499,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2091.0,11.0
288,20762,apartment,Caballito,-34.624051,-58.4498662,189000,94,2010.6382978723404,,2387.64,"Apto crédito. Semipiso luminoso 3 ambientes más dependencia, al contrafrente. 6º piso (último). Superficie cubierta y total 94m². 2 dormitorios con placard y persiana, uno de 4,60m x 3,80m y otro de 3,60m x 3,80m. 2 baños (uno completo de 3m x 1,70m y un toilette). Living comedor de 9,40m x 4m con 2 ventanales. Cocina. Baulera. Piso de roble. Muy luminoso y silencioso. Antigüedad 80 años. Expensas $3.500 (abril 2017). Edificio de 6 pisos, 2 departamentos por piso. 2 ascensores. Jardín en PB y 3 terrazas en el último piso. Colectivos: 1, 2, 5, 8, 25, 36, 44, 49, 53, 55, 76, 85, 86, 88, 96, 103, 104, 126, 132, 134, 136, 141, 163, 180Subte: PUAN (Línea A)Venta sujeta a la obtención del COTI por parte del propietario.Las reservas se toman exclusivamente en la inmobiliaria con el matriculado - Matricula CPI 6099.",Av Rivadavia 6000 Caballito 3amb y ½ U$189.900 Apto Cred,POINT (-58.4498662 -34.624051),0,1,0,0,125.88839439597047,60.20779037250513,1425.6424753934882,0.6412933932448872,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2011.0,9.0
289,20905,apartment,Caballito,-34.605643,-58.455291,78800,37,2129.7297297297296,,2387.64,Corredor Responsable: Martin Macagno - CUCICBA 6267Contacto: Guillermo Frimet - MLS ID # 420561004-281 AMBIENTE APTO PROFESIONAL CON BAULERA ENTREGA INMEDIATA APTO CREDITO HIPOTECARIO  DEPARTAMENTOS A ESTRENAR DE 1 Y 2 AMBIENTES - P.B. Y 10 PISOS 17 DPTOS. DE 1 AMBIENTE Y 6 FR 2 AMBIENTES Y 8 DE 1 1/2 AMBIENTE DIVISIBLES 1 LOCAL COMERCIAL TODAS LAS UNIDADES CON BAULERA MUEBLES DE COCINA COMPLETOS MESADA DE GRANITO GRIFERIA FV ARTEFACTOS Y VANITORY ROCA CAPEA CAÑERIDAS DE AGUA FRIA Y CALIENTE EN TERMODIFUSION CAÑERIAS DE GAS CON TERMOFUSION MARCA SIGAS REVESTIMIENTOS CON GUARDA DE PIEDRA Y VIDRIO ASCENSOR CON CABINA DE ACERO INOXIDABLE SOLARIUM Y TERRAZA CON PARRILLA REVOQUES Y CIELORRASOS DE YESO DE ALTA DUREZA PISO FLOTANTE DE ALTO TRANSITO CRPINTERIA DE ALUMINIO BLANCO DE EXCELENTE CALIDAD PUERTA DE ACCESO ANTIFUEGO PUERTAS INTERIORES DE MADERA DE CEDRO LAQMINADA INTERIORES DE PLACARD COMPLETOS CALEFACCION POR ESTUFAS A GAS LAVADERO CON PILETA - ,1 AMBIENTE APTO CREDITO HIPOTECARIO ESTRENAR,POINT (-58.455291 -34.605643),0,1,0,0,1605.0189676280352,199.2287103361381,821.3623722103457,0.8656682298990266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130.0,4.0
292,21105,apartment,Caballito,-34.6201421,-58.4382897,325000,150,2166.6666666666665,,6000.0,"Venta de Departamento 4 AMBIENTES en Caballito, Capital FederalMuy lindo departamento de 4 ambientes al frente ubicado en un 6to piso. Muy luminoso con balcón corrido. Cuenta con living comedor muy amplio, 3 dormitorios de grandes dimenciones y placares,  2 baños completos, cocina con comedor diario, toilete y lavadero.Posee una baulera individual dentro del precio.VENTA SUJETA A LA COMPRA DE UNA PROPIEDAD.Las medidas son aproximadas, las reales surgen de la escritura traslativa de dominio. -  - BAIRESLODGE",DEPARTAMENTO EN VENTA,POINT (-58.4382897 -34.6201421),0,1,0,0,266.50668252120363,127.76286736793658,308.2754515995402,0.2920141567167506,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2167.0,15.0
295,21489,apartment,Caballito,-34.627428,-58.451948,183000,91,2010.989010989011,,2387.64,"Departamento 5 ambientes en completo de 2 torres. Cocina reciclada con muebles completos y lavadero incorporado. Living comedor con salida a balcon. 3 dormitorios con placard (uno con vestidor o baulera) y cuarto dormitorio hoy comedor diario. 1 baño completo y 1 toilette. Cada ambiente tiene aire acondicionado frio - calor instalado. PIsos de parquet. El edificio cuenta con encargados y vigilancia nocturna - Circuito cerrado de tv y camara en los ascensores - SUM - El edificio cuenta con cocheras - Acceso personas con movilidad reducida - Gran patio para realizar activadades deportivas en un ambiente seguro y grupo electrogenoA 4 cuadras del Subte A estacion Carabobo y multiples lineas de colectivo.1.Las medidas indicadas son aproximadas y al solo efecto orientativo, las medidas reales surgirán del título de propiedad respectivo. 2.La venta de este inmueble está sujeta a la tramitación del Código de Transferencia de Inmuebles (COTI), de conformidad con la normativa vigente (Res. AFIP 2371/08, 2439/08 y ccs.), por parte del propietario. 3.El precio del inmueble puede ser modificado sin previo aviso. 4.Fotos de carácter no contractual. 5.El valor de las expensas, en caso de tener, está sujeto a verificación y/o ajustes.",Alberdi 1600 y Curapaligue - 5 amb,POINT (-58.451948 -34.627428),0,1,0,0,444.8514145306619,48.96920631152405,1696.2259293987424,1.049795314137214,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011.0,9.0
297,21708,apartment,Caballito,-34.6254804,-58.4516687,110250,52,2120.192307692308,1.0,2387.64,"VENTA DEPARTAMENTO 1 1/2 AMBIENTES CABALLITOUnidad de 51.50 m2 con patio y balcón, en excelente ubicación a una cuadra de Av. Rivadavia. Accesibilidad a numerosas líneas de colectivo y subte ""A"". Consta de un amplio ambiente con cocina integrada equipada con el mobiliario completo y baño completo. Amenities: piscina, quincho, SUM, gym con vestuarios, lockers, bauleras y laundry. Cochera opcional. Apto profesional.LEPORE PROPIEDADES  LEPORE Propiedades S.A.CUIT : 33-60234274-9C.U.C.I.C.B.A. Matrícula Nº 931 (Sucursales Caballito - Palermo - Centro)AVISO LEGAL: Las descripciones arquitectónicas y funcionales, valores de expensas, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de los las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda.Venta supeditada al cumplimiento por parte del propietario de los requisitos de la resolución general Nº 2371 de la AFIP (pedido de COTI) -  - LEPORE PROPIEDADES",DEPARTAMENTO EN VENTA,POINT (-58.45166870000001 -34.6254804),0,1,0,0,351.6665997574947,107.64249379693173,1500.086819097007,0.8703895511959652,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2120.0,5.0
298,21997,apartment,Caballito,-34.617007,-58.448246,170000,77,2207.7922077922076,,2387.64,"Corredor Responsable: Hernan Perrone - C.U.C.I.C.B.A 2792Contacto: Arq. Gastón Kracovitz - MLS ID # 151131-22Muy lindo departamento de 4 amb. en Caballito con un gran Balcón Terraza. Muy luminoso! Vista abierta. Entrada principal y entrada de servicio. Bajas expensas.  Living-Comedor: 5,00 x 2,90 Balcon-Terraza: 7,85 x 3,30 Cocina-Comedor: 4,30 x 2,20 Dormitorio 1: 3,00 x 2,90 Dormitorio 2: 2,75 x 2,40 Dormitorio 3:  Toilette: Baño: 2,10 x 1,50   ",4 amb. Caballito con Balcón Terraza. Muy luminoso!,POINT (-58.448246 -34.617007),0,1,0,0,724.5996876609944,156.6688998652511,962.0850904612482,0.44017173479009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2208.0,8.0
302,22001,apartment,Caballito,-34.624027,-58.430851,157995,51,3097.9411764705883,8.0,2387.64,"Corredor Responsable: Hernan Perrone - C.U.C.I.C.B.A 2792Contacto: Fernanda Torres - MLS ID # 151150-13EXCELENTE DEPARTAMENTO DE 2 AMBIENTES  UBICADO EN EL 2 PISO AL FRENTE,Cocina integrada con  muebles bajo mesada y alacena, espacio para lavarropas,toilette, baño completo,departamento con detalles de terminación . Entre ellos aire acondicionado,cortinas black out , artefactos de iluminación,placard con interiores colocados y puertas espejadas  con pisos de porcelanato de primera calidad con Amenities,Sum, piscina y jacuzzi con solarium, ducha finlandesa y  quincho con parrilla.Edificio ubicado a dos cuadras de AV.LA PLATA .A UNA CUARDA DE AV.BAUTISTA ALBERDIA UNA CUADRA DE PEDRO GOYENA A CUADRAS DEL SHOPPING DE CABALLITO.   ",2 AMB. ESTR. FTE. BCON. EXC. DPTO. UBIC. CABALLITO,POINT (-58.430851 -34.62402700000001),0,1,0,0,498.7613740386171,164.38017429801977,216.6308884212522,0.6032028400922269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3098.0,5.0
303,22025,apartment,Caballito,-34.628603,-58.445685,145000,71,2042.2535211267605,3.0,2387.64,"Corredor Responsable: Ariel Champanier - C.U.C.I.C.B.A. 4330Contacto: Patricia Cabrera - MLS ID # 181240-219EN VENTA. CABALLITO. 71 m2 3 AMBIENTES CON DEPENDENCIAS. LAVADERO CONTRAFRENTE A JARDÍN.   Ambientes: Recepción con vista a jardín. Hall de recepción. Dormitorio principal, con placards de pared a pared, vista a jardín. Segundo dormitorio, a aire y luz. Baño completo. Cocina. Dependencia de servicio, con baño.  Lavadero.  Pisos de parquet. Agua caliente por termotanque individual. Expensas: $1500.- ",CABALLITO 3 AMB. C/DEP. 71m2 CFRENTE A JARDÍN. LAV,POINT (-58.445685 -34.62860300000001),0,1,0,0,420.8568126648431,85.340483693177,1266.4080465338195,0.9029015499228922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042.0,7.0
304,22478,apartment,Caballito,-34.6192418,-58.4343752,370000,178,2078.6516853932585,,2387.64,"Persianas eléctricas, puerta blindada.3 baños: 2 completos y uno de servicio. Piso. Living. Comedor. 3 dormitorio(s) 3 con placard. 3 baño(s).Habitación de servicio. Al frente. En muy buen estado. ",Piso. Living. Comedor. 3 dormitorio(s) 3 con placard. 3 baño(s).Habitación de servicio. Al frente. En muy buen estado. ,POINT (-58.4343752 -34.6192418),0,1,0,0,216.48455617174486,157.2478370048305,170.11179060653777,0.030129102973878986,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2079.0,18.0
306,22542,apartment,Caballito,-34.6247624,-58.449586,160000,65,2461.538461538461,,2387.64,"3 AMBIENTES AL CONTRA FRENTE, CON BALCON CORRIDO, CON EXCELENTE LUZ Y SOL.-Colectivos:1, 2, 5, 8, 25, 36, 44, 49, 53, 55, 76, 85, 86, 88, 96, 103, 104, 126, 132, 134, 136, 141, 163, 180Subtes (Metro):Púan  línea “A”",3 ambientes al contra frente con balcón,POINT (-58.449586 -34.6247624),0,1,0,0,161.6746602746819,79.19857436771517,1454.7744753044146,0.6831164124505639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2462.0,6.0
311,22829,apartment,Caballito,-34.6081463,-58.4416019,245000,80,3062.5,,2387.64,EXCELENTE 3 AMBIENTES A ESTRENAR- 80M2 - COCHERA Y BAULERA - 6TO PISO AL FRENTE SUPER LUMINOSO - INMEJORABLE UBICACION - EDIFICIO CON AMENITIES - VESTIDOR Y BAÑO EN SUITE - MEDIDAS APROXIMADAS,Departamento de 3 ambientes en Venta en Caballito,POINT (-58.4416019 -34.6081463),0,1,0,0,1032.2227578925354,104.15618620084716,344.5795395289475,0.3508451273732176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3062.0,8.0
312,22850,apartment,Caballito,-34.6116783,-58.4436231,124500,40,3112.5,,2387.64,"Torre 1 - TORRES CABALLITO NUEVOGran Oportunidad de Inversión o vivienda! Uno de los Complejos más importantes de la ciudad, y el más grande y mejor logrado de Caballito. Son 2 torres de 34 pisos cada una, sobre un terreno de 9.800 m2, con importantes jardines, espacio y juego para chicos perimetrado, cancha de tenis, de futbol 5 con césped sintético, piscinas climatizadas para grandes y para chicos, bar de atención en la misma piscina, amplios solariums, varias parrillas y mesas en espacio reservado al aire libre, 2 grandes SUM en pisos 34, jacuzzi, sauna, gym, etc. Entradas por 2 calles diferentes con personal de seguridad y control de ingresos y egresos. Totalmente perimetrado....Departamento de 1 ambientes diseñado para alcanzar el máximo aprovechamiento de su espacio interior, subdividido con buen dormitorio, con amplia luz natural, al igual que el living y cocina, lo que se da por la conjunción de amplios ventanales que le confieren excelente iluminación natural y vistas únicas a la ciudad y el complejo. Con 40 Mts2 totales posee una excelente luz natural.Cocheras cubiertas y descubiertas opcionalAMENITIES Y SERVICIOS- Halles de acceso de doble altura- Jardines parquizados e iluminados- Conserjería y vigilancia 24 hs.- 45 cámaras de seguridad perimetrales- Portones de acceso y reja perimetral- Salón de usos múltiples para fiestas y eventos. Totalmente equipado con baño de damas y caballeros, cocina equipada, parrillas y dos LED 40"". Sky meeting.- Piscina exterior climatizada para adultos y niños- Espacio bar-kiosco- Solarium- Sector parrillas con mesa y sillas.- Cancha de tenis iluminada- Cancha de fútbol 5 iluminada- Gimnasio. Duchas y sanitarios- Spa: sauna, hidromasaje y sala de relax- Plaza de juegos exteriores para niños- Laundry- Vestuario para personal de servicio- Cocheras fijas opcionales cubiertas y descubiertas- Bicicleteros- Sala de carros bebés- Grupos electrógenos- Ascensores de alta velocidad. Puertas automáticas.DETALLES DE TERMINACIÓN- Cocinas y placards con equipamiento completo.- Carpinterías exteriores de aluminio de máxima calidad.- Piso flotante melamínico en estar-comedor.- Empapelado en paredes.- Calderas individuales para agua caliente y calefacción con piso radiante.- Equipo de aire acondicionado.- Balcón. ","Monoambiente Amplio Subdividido - OPORTUN IDAD - Gran cantidad de Amenities! Piso 20, Vista Panorámica de la Ciudad, Muy Luminoso!",POINT (-58.4436231 -34.6116783),0,1,0,0,985.9725379197434,220.17590426039163,598.3210709511795,0.02992148625582022,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,3112.0,4.0
314,22965,apartment,Caballito,-34.6165663,-58.4358604,120000,53,2264.1509433962265,,2000.0,"CODIGO: 580-yerbal400 ubicado en: YEBAL 400 -  Publicado por: TORRES PROPIEDADES. El precio es de USD 120000 null. DEPARTAMENTO DE 3 AMBIENTES, LATERAL CON COCINA SEPARADA, LAVADERO, 2 DORMITORIOS CON PLACARD, BAÑO COMPLETO. EXCELENTE UBICACIÓN, A 1 CUADRA DE ACOYTE Y RIVADAVIA, SUBTE LINEA “A”, NUMEROSAS LINEAS DE COLECTIVOS  . Publicado a través de Mapaprop",DETO 3 AMB. YERBAL 400. CABALLITO,POINT (-58.4358604 -34.6165663),0,1,0,0,197.1567211065412,62.100328887990415,188.93741369167523,0.15889009865233564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2264.0,5.0
316,23099,apartment,Caballito,-34.6286407,-58.4431851,183000,59,3101.694915254237,,2500.0,"Venta Departamento 2 Ambientes y Medio en Caballito. Ubicación privilegiada a 1 cuadra de subte E y 6 subte A. A 1 cuadra de Pedro Goyena y su zona gastronomica. Muy luminoso, vista a jardín con mucho verde. Remodelado a nuevo hace 3 años, pisos italianos de porcelanato y piso flotante austriaco. Seguridad 24hs, piscina grande, parrillas, gimnasio, solarium. Listo para habitar, impecable estado. -  - CRISTIAN BAU PROPIEDADES",DEPARTAMENTO EN VENTA,POINT (-58.4431851 -34.6286407),0,1,0,0,282.203178441595,100.59862310437079,1048.967977255245,0.8531611534093694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3102.0,6.0
317,23228,apartment,Caballito,-34.6166897385,-58.443255764,179992,87,2068.8735632183907,,2387.64,"3 AMBIENTES, 87,47m2, dormitorio en suite. En Pozo, SUM, Parrillas, Solarium, Gimnasio, Cocheras, Bauleras. Ambientes Amplios y Luminosos. Balcón Aterrazado con Deck de Madera, Parrilla Propia y Extensiones Verdes.SUM equipado, Terraza con Parrillas y Solarium, Gimnasio en 1er Piso. Cocheras y Espacios Guarda Bici en PB. Terraza verde, extensiones verdes, Conceptos Ecológicos, Eficiencia Energética. A 3 cuadras de Tren y 3 cuadras de Estación de Subte Primera Junta y Av. Rivadavia. Estilo Escandinavo: Pureza y Conceptos Ecológicos. Su propiedad. Pensada con detalles escandinavos únicos, diseños a su gusto y muy luminosos!  SOLICITE ENTREVISTA: Tel: 5275 - 5053 / Cel/WhatsApp: 15- / Mail:  ""El diario La Nación destacó nuestro proyecto de Rojas 372, lea la nota completa en la sección imágenes"". ROJAS 372 es un proyecto desarrollado sobre un edificio de 8 pisos con 18 departamentos de 1, 2, 3 y dúplex de 4 ambientes, 24 cocheras, y 6 espacios guarda bicicletas.Las unidades tienen entre 32 m2 y 130 m2 de superficie dependiendo de su tipología y todas cuentan con parrilla propia y balcón aterrazado,  baulera propia cercana, espacio para lavarropas o lavadero, 1 baño completo con bañera, y otro más.Cada unidad cuenta con 1 cochera pero puede incluso llegar a adquirir 2 cocheras por unidad. Siendo una buena opción de inversión ya que es una inversión de muy bajo mantenimiento con una renta mensual de 2400 x mes. ROJAS 372 inicia su construcción en Julio 2017 y contará con bastante verde, espacios guarda bicicletas en PB, 24 cocheras en PB, SUM con terraza con Solarium y parrilla en el 8vo piso, gym en el 1er piso, cámaras de seguridad, WIFI en cada piso, eficiencia energética, y más!ROJAS 372, desarrollado en el barrio de Caballito se encuentra ubicado (siempre a 3): a 3 cuadras de la estación Primera Junta de la línea A del subte, a 3 cuadras de las diversas líneas de colectivos que circulan por la Avda. Rivadavia, y a 3 cuadras de la estación de tren Caballito de la linea Sarmiento.Esta excelente ubicación con fácil acceso a diferentes tipos de locomoción le permiten a usted viajar desde o hacia distintos puntos de la ciudad en pocos minutos, como así también disfrutar de una zona tranquila para disfrutar con sus seres queridos pero a solo 3 cuadras de todos las actividades necesarias para su confort.Aproveche a ingresar y adquirir su unidad en pozo y obtener en 2 años (con plazo de obra en rigurosidad escandinava, como siempre cumplimos) su esperada vivienda o inversión, capitalizándose considerablemente por los excelentes precios de lanzamiento. No se lo pierda! El precio ofrecido se compone de un anticipo del 50% del mismo y el saldo en 24 cuotas con 3 refuerzos semestrales. Bonificación por pago contado.Los valores pueden  modificarse sin previo aviso con el avance de la obra y/o de la venta de las unidades pero aún están en un valor muy atractivo fácilmente comparable con otros proyectos en la zona.Desarrolla Lone Lighthouse S.A. prestigiosa empresa de capitales daneses-argentinos con más de 10 años en el mercado. (desde septiembre 2006)","3 AMBIENTES, 88m2, CABALLITO, EN POZO, AMENITIES, COCHERAS, EXCELENTE DISEÑO....!",POINT (-58.44325576399999 -34.6166897385),0,1,0,0,454.19971037381026,129.70124266873873,705.2825626514715,0.18649420584814852,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,2069.0,9.0
